,words,x,y
4831,card,18.156588,4.482232
4832,glove,14.193819,4.593141
4833,calkoen,12.575977,2.8837037
4834,zoom,16.713339,4.615258
4835,action,16.806412,3.8475277
4836,nuts,14.226457,6.6152854
4837,torquatus,13.337037,3.2608101
4838,goats,12.1673765,6.510692
4839,triumphal,15.994042,2.388878
4840,monster,13.131165,4.261233
4841,view,11.801995,4.478592
4842,titular,13.855594,3.478096
4843,mevlevihanesi,11.62401,4.263873
4844,downstairs,15.49686,5.500679
4845,algerian,10.360711,2.3921697
4846,disturbed,13.9980955,3.0931346
4847,forward,11.849828,4.223311
4848,here,17.352613,5.1587696
4849,orchard,14.029845,7.133679
4850,quack,13.205099,3.0958323
4851,constantinople,10.470317,2.4769871
4852,scientists,16.067772,1.3567866
4853,administrative,18.101353,4.432865
4854,arnout,16.556967,4.6762934
4855,kept,15.093952,2.948393
4856,traders,15.568033,1.1944522
4857,miniatures,15.707403,2.8426585
4858,officers,15.338117,0.83878744
4859,roses,14.467279,7.7773647
4860,clothing,14.728334,1.4930305
4861,section,17.1817,4.169025
4862,driveways,11.472282,3.8725517
4863,plenty,15.032972,2.0071077
4864,notarys,16.745064,2.9252353
4865,small,16.26998,4.6716967
4866,mestra,13.04612,1.5609355
4867,partridge,12.603698,7.224851
4868,draped,15.226314,4.898672
4869,thomas,12.716223,2.0742245
4870,sand,10.480281,4.2017093
4871,paints,17.680508,3.1193326
4872,stand,16.244354,2.72442
4873,rent,17.396278,5.1976767
4874,aelbert,12.219584,2.3267057
4875,jacobsz,11.588135,1.1866529
4876,bantam,16.533173,4.8779707
4877,hunt,12.801031,6.7506847
4878,hare,12.848186,6.5895753
4879,forge,13.950134,5.3742466
4880,dolphin,12.488877,5.9665327
4881,brushes,14.326437,5.2331486
4882,epomeo,13.399799,3.2343073
4883,matthias,12.395926,1.7021683
4884,closely,17.733973,5.1975503
4885,keyboard,18.132074,4.5193405
4886,campen,11.973796,4.5570807
4887,traveler,13.878337,1.897372
4888,rummers,15.033211,1.0112327
4889,stood,14.216694,3.2438898
4890,cupola,12.010414,4.3601356
4891,stones,14.475968,5.611673
4892,celebrates,15.801734,1.6107699
4893,fourmenois,11.043985,2.5965574
4894,note,17.36849,3.6562881
4895,turned,15.583539,4.073292
4896,kneecap,13.574533,4.8208914
4897,tear,13.668866,3.4615626
4898,later,17.275616,4.6262283
4899,princess,12.374155,0.90138894
4900,numidia,15.976846,4.086244
4901,cans,14.865893,5.801542
4902,bacchanal,15.5698395,5.626642
4903,meet,11.866883,4.422727
4904,vessel,13.286558,4.2701907
4905,journey,13.954877,2.1497974
4906,snow,16.143723,6.154937
4907,followed,14.320551,2.5577347
4908,ignatius,12.155919,2.4509983
4909,giambattista,12.358296,2.8430595
4910,niche,15.716492,4.5431376
4911,dirt,11.202441,4.787377
